Unnamed: 0,fighter_a_name,fighter_b_name,fighter_a_record,fighter_a_height,fighter_a_weight,fighter_a_reach,fighter_a_stance,fighter_a_dob,fighter_b_record,fighter_b_height,fighter_b_weight,fighter_b_reach,fighter_b_stance,fighter_b_dob,date,location,weight_class,victory_method,final_round,finish_time,number_of_rounds,winner,fighter_a_kd,fighter_b_kd,fighter_a_sig_str_landed,fighter_a_sig_str_attempted,fighter_b_sig_str_landed,fighter_b_sig_str_attempted,fighter_a_sig_str_pct,fighter_b_sig_str_pct,fighter_a_total_str_landed,fighter_a_total_str_attempted,fighter_b_total_str_landed,fighter_b_total_str_attempted,fighter_a_td_landed,fighter_a_td_attempted,fighter_b_td_landed,fighter_b_td_attempted,fighter_a_td_pct,fighter_b_td_pct,fighter_a_sub_att,fighter_b_sub_att,fighter_a_rev,fighter_b_rev,fighter_a_ctrl_seconds,fighter_b_ctrl_seconds,fighter_a_kd_01,fighter_b_kd_01,fighter_a_sig_str_landed_01,fighter_a_sig_str_attempted_01,fighter_b_sig_str_landed_01,fighter_b_sig_str_attempted_01,fighter_a_sig_str_pct_01,fighter_b_sig_str_pct_01,fighter_a_total_str_landed_01,fighter_a_total_str_attempted_01,fighter_b_total_str_landed_01,fighter_b_total_str_attempted_01,fighter_a_td_landed_01,fighter_a_td_attempted_01,fighter_b_td_landed_01,fighter_b_td_attempted_01,fighter_a_td_pct_01,fighter_b_td_pct_01,fighter_a_sub_att_01,fighter_b_sub_att_01,fighter_a_rev_01,fighter_b_rev_01,fighter_a_ctrl_seconds_01,fighter_b_ctrl_seconds_01,fighter_a_kd_02,fighter_b_kd_02,fighter_a_sig_str_landed_02,fighter_a_sig_str_attempted_02,fighter_b_sig_str_landed_02,fighter_b_sig_str_attempted_02,fighter_a_sig_str_pct_02,fighter_b_sig_str_pct_02,fighter_a_total_str_landed_02,fighter_a_total_str_attempted_02,fighter_b_total_str_landed_02,fighter_b_total_str_attempted_02,fighter_a_td_landed_02,fighter_a_td_attempted_02,fighter_b_td_landed_02,fighter_b_td_attempted_02,fighter_a_td_pct_02,fighter_b_td_pct_02,fighter_a_sub_att_02,fighter_b_sub_att_02,fighter_a_rev_02,fighter_b_rev_02,fighter_a_ctrl_seconds_02,fighter_b_ctrl_seconds_02,fighter_a_kd_03,fighter_b_kd_03,fighter_a_sig_str_landed_03,fighter_a_sig_str_attempted_03,fighter_b_sig_str_landed_03,fighter_b_sig_str_attempted_03,fighter_a_sig_str_pct_03,fighter_b_sig_str_pct_03,fighter_a_total_str_landed_03,fighter_a_total_str_attempted_03,fighter_b_total_str_landed_03,fighter_b_total_str_attempted_03,fighter_a_td_landed_03,fighter_a_td_attempted_03,fighter_b_td_landed_03,fighter_b_td_attempted_03,fighter_a_td_pct_03,fighter_b_td_pct_03,fighter_a_sub_att_03,fighter_b_sub_att_03,fighter_a_rev_03,fighter_b_rev_03,fighter_a_ctrl_seconds_03,fighter_b_ctrl_seconds_03,fighter_a_kd_04,fighter_b_kd_04,fighter_a_sig_str_landed_04,fighter_a_sig_str_attempted_04,fighter_b_sig_str_landed_04,fighter_b_sig_str_attempted_04,fighter_a_sig_str_pct_04,fighter_b_sig_str_pct_04,fighter_a_total_str_landed_04,fighter_a_total_str_attempted_04,fighter_b_total_str_landed_04,fighter_b_total_str_attempted_04,fighter_a_td_landed_04,fighter_a_td_attempted_04,fighter_b_td_landed_04,fighter_b_td_attempted_04,fighter_a_td_pct_04,fighter_b_td_pct_04,fighter_a_sub_att_04,fighter_b_sub_att_04,fighter_a_rev_04,fighter_b_rev_04,fighter_a_ctrl_seconds_04,fighter_b_ctrl_seconds_04,fighter_a_head_landed,fighter_a_head_attempted,fighter_b_head_landed,fighter_b_head_attempted,fighter_a_body_landed,fighter_a_body_attempted,fighter_b_body_landed,fighter_b_body_attempted,fighter_a_leg_landed,fighter_a_leg_attempted,fighter_b_leg_landed,fighter_b_leg_attempted,fighter_a_distance_landed,fighter_a_distance_attempted,fighter_b_distance_landed,fighter_b_distance_attempted,fighter_a_clinch_landed,fighter_a_clinch_attempted,fighter_b_clinch_landed,fighter_b_clinch_attempted,fighter_a_ground_landed,fighter_a_ground_attempted,fighter_b_ground_landed,fighter_b_ground_attempted,fighter_a_head_landed_01,fighter_a_head_attempted_01,fighter_b_head_landed_01,fighter_b_head_attempted_01,fighter_a_body_landed_01,fighter_a_body_attempted_01,fighter_b_body_landed_01,fighter_b_body_attempted_01,fighter_a_leg_landed_01,fighter_a_leg_attempted_01,fighter_b_leg_landed_01,fighter_b_leg_attempted_01,fighter_a_distance_landed_01,fighter_a_distance_attempted_01,fighter_b_distance_landed_01,fighter_b_distance_attempted_01,fighter_a_clinch_landed_01,fighter_a_clinch_attempted_01,fighter_b_clinch_landed_01,fighter_b_clinch_attempted_01,fighter_a_ground_landed_01,fighter_a_ground_attempted_01,fighter_b_ground_landed_01,fighter_b_ground_attempted_01,fighter_a_head_landed_02,fighter_a_head_attempted_02,fighter_b_head_landed_02,fighter_b_head_attempted_02,fighter_a_body_landed_02,fighter_a_body_attempted_02,fighter_b_body_landed_02,fighter_b_body_attempted_02,fighter_a_leg_landed_02,fighter_a_leg_attempted_02,fighter_b_leg_landed_02,fighter_b_leg_attempted_02,fighter_a_distance_landed_02,fighter_a_distance_attempted_02,fighter_b_distance_landed_02,fighter_b_distance_attempted_02,fighter_a_clinch_landed_02,fighter_a_clinch_attempted_02,fighter_b_clinch_landed_02,fighter_b_clinch_attempted_02,fighter_a_ground_landed_02,fighter_a_ground_attempted_02,fighter_b_ground_landed_02,fighter_b_ground_attempted_02,fighter_a_head_landed_03,fighter_a_head_attempted_03,fighter_b_head_landed_03,fighter_b_head_attempted_03,fighter_a_body_landed_03,fighter_a_body_attempted_03,fighter_b_body_landed_03,fighter_b_body_attempted_03,fighter_a_leg_landed_03,fighter_a_leg_attempted_03,fighter_b_leg_landed_03,fighter_b_leg_attempted_03,fighter_a_distance_landed_03,fighter_a_distance_attempted_03,fighter_b_distance_landed_03,fighter_b_distance_attempted_03,fighter_a_clinch_landed_03,fighter_a_clinch_attempted_03,fighter_b_clinch_landed_03,fighter_b_clinch_attempted_03,fighter_a_ground_landed_03,fighter_a_ground_attempted_03,fighter_b_ground_landed_03,fighter_b_ground_attempted_03,fighter_a_head_landed_04,fighter_a_head_attempted_04,fighter_b_head_landed_04,fighter_b_head_attempted_04,fighter_a_body_landed_04,fighter_a_body_attempted_04,fighter_b_body_landed_04,fighter_b_body_attempted_04,fighter_a_leg_landed_04,fighter_a_leg_attempted_04,fighter_b_leg_landed_04,fighter_b_leg_attempted_04,fighter_a_distance_landed_04,fighter_a_distance_attempted_04,fighter_b_distance_landed_04,fighter_b_distance_attempted_04,fighter_a_clinch_landed_04,fighter_a_clinch_attempted_04,fighter_b_clinch_landed_04,fighter_b_clinch_attempted_04,fighter_a_ground_landed_04,fighter_a_ground_attempted_04,fighter_b_ground_landed_04,fighter_b_ground_attempted_04,fighter_a_kd_05,fighter_b_kd_05,fighter_a_sig_str_landed_05,fighter_a_sig_str_attempted_05,fighter_b_sig_str_landed_05,fighter_b_sig_str_attempted_05,fighter_a_sig_str_pct_05,fighter_b_sig_str_pct_05,fighter_a_total_str_landed_05,fighter_a_total_str_attempted_05,fighter_b_total_str_landed_05,fighter_b_total_str_attempted_05,fighter_a_td_landed_05,fighter_a_td_attempted_05,fighter_b_td_landed_05,fighter_b_td_attempted_05,fighter_a_td_pct_05,fighter_b_td_pct_05,fighter_a_sub_att_05,fighter_b_sub_att_05,fighter_a_rev_05,fighter_b_rev_05,fighter_a_ctrl_seconds_05,fighter_b_ctrl_seconds_05,fighter_a_head_landed_05,fighter_a_head_attempted_05,fighter_b_head_landed_05,fighter_b_head_attempted_05,fighter_a_body_landed_05,fighter_a_body_attempted_05,fighter_b_body_landed_05,fighter_b_body_attempted_05,fighter_a_leg_landed_05,fighter_a_leg_attempted_05,fighter_b_leg_landed_05,fighter_b_leg_attempted_05,fighter_a_distance_landed_05,fighter_a_distance_attempted_05,fighter_b_distance_landed_05,fighter_b_distance_attempted_05,fighter_a_clinch_landed_05,fighter_a_clinch_attempted_05,fighter_b_clinch_landed_05,fighter_b_clinch_attempted_05,fighter_a_ground_landed_05,fighter_a_ground_attempted_05,fighter_b_ground_landed_05,fighter_b_ground_attempted_05,fighter_a_Bantamweight_rank,fighter_b_Bantamweight_rank,fighter_a_Featherweight_rank,fighter_b_Featherweight_rank,fighter_a_Flyweight_rank,fighter_b_Flyweight_rank,fighter_a_Heavyweight_rank,fighter_b_Heavyweight_rank,fighter_a_Light_Heavyweight_rank,fighter_b_Light_Heavyweight_rank,fighter_a_Lightweight_rank,fighter_b_Lightweight_rank,fighter_a_Mens_Pound_for_Pound_rank,fighter_b_Mens_Pound_for_Pound_rank,fighter_a_Middleweight_rank,fighter_b_Middleweight_rank,fighter_a_Pound_for_Pound_rank,fighter_b_Pound_for_Pound_rank,fighter_a_Welterweight_rank,fighter_b_Welterweight_rank,fighter_a_Womens_Bantamweight_rank,fighter_b_Womens_Bantamweight_rank,fighter_a_Womens_Featherweight_rank,fighter_b_Womens_Featherweight_rank,fighter_a_Womens_Flyweight_rank,fighter_b_Womens_Flyweight_rank,fighter_a_Womens_Pound_for_Pound_rank,fighter_b_Womens_Pound_for_Pound_rank,fighter_a_Womens_Strawweight_rank,fighter_b_Womens_Strawweight_rank,fighter_a_fight_weight_rank,fighter_b_fight_weight_rank,better_ranked_fighter,fighter_a_other_rankings,fighter_b_other_rankings,fighter_a_best_other_rank,fighter_b_best_other_rank
64,Brandon Royval,Joshua Van,17-8-0,69.0,125,68.0,Southpaw,16/08/1992,15-2-0,65.0,125,65.0,Orthodox,10/10/2001,2025-06-28,"Las Vegas, Nevada, USA",Flyweight,Decision - Unanimous,3,5:00,3,b,0,1,215,467,204,305,46.0,66.0,216,468,209,311,0,0,0,0,0.0,0.0,0,0,0,0,0,9,0,0,42,116,52,79,36.0,65.0,42,116,52,79,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,87.0,174.0,74.0,106.0,50.0,69.0,87.0,174.0,77.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,177.0,78.0,120.0,48.0,65.0,87.0,178.0,80.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,179,422,138,232,22,27,37,43,14,18,29,30,205,451,181,270,10,16,20,27,0,0,3,8,27,95,31,55,6,10,9,12,9,11,12,12,41,114,46,71,1,2,6,8,0,0,0,0,77.0,163.0,50.0,81.0,7.0,7.0,18.0,19.0,3.0,4.0,6.0,6.0,81.0,165.0,65.0,95.0,6.0,9.0,9.0,11.0,0.0,0.0,0.0,0.0,75.0,164.0,57.0,96.0,9.0,10.0,10.0,12.0,2.0,3.0,11.0,12.0,83.0,172.0,70.0,104.0,3.0,5.0,5.0,8.0,0.0,0.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,1,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,12,fighter_a,0,0,16,16
65,Renato Moicano,Beneil Dariush,20-7-1,71.0,155,72.0,Orthodox,21/05/1989,23-6-1,70.0,155,72.0,Southpaw,06/05/1989,2025-06-28,"Las Vegas, Nevada, USA",Lightweight,Decision - Unanimous,3,5:00,3,b,0,1,56,107,31,61,52.0,50.0,77,131,38,69,5,5,0,3,100.0,0.0,0,0,0,1,353,80,0,1,22,46,22,42,47.0,52.0,22,46,25,45,0,0,0,0,0.0,0.0,0,0,0,0,0,45,0.0,0.0,8.0,14.0,1.0,2.0,57.0,50.0,28.0,37.0,3.0,4.0,2.0,2.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,26.0,47.0,8.0,17.0,55.0,47.0,27.0,48.0,10.0,20.0,3.0,3.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,67.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,30,73,25,52,10,15,4,6,16,19,2,3,47,95,25,54,4,5,4,5,5,7,2,2,9,28,16,33,3,6,4,6,10,12,2,3,22,46,16,35,0,0,4,5,0,0,2,2,8.0,13.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,13.0,32.0,8.0,17.0,7.0,8.0,0.0,0.0,6.0,7.0,0.0,0.0,22.0,43.0,8.0,17.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,7,16,16,16,16,16,16,16,11,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,9,fighter_b,1,0,7,16
66,Payton Talbott,Felipe Lima,10-1-0,70.0,135,70.0,Switch,09/09/1998,14-2-0,66.0,135,68.0,Orthodox,07/05/1998,2025-06-28,"Las Vegas, Nevada, USA",Bantamweight,Decision - Unanimous,3,5:00,3,a,0,0,59,118,26,58,50.0,44.0,97,165,37,70,0,1,3,15,0.0,20.0,0,0,1,0,289,203,0,0,14,26,10,20,53.0,50.0,22,36,17,27,0,1,1,5,0.0,20.0,0,0,0,0,103,105,0.0,0.0,21.0,46.0,9.0,20.0,45.0,45.0,35.0,62.0,11.0,22.0,0.0,0.0,1.0,5.0,0.0,20.0,0.0,0.0,1.0,0.0,112.0,30.0,0.0,0.0,24.0,46.0,7.0,18.0,52.0,38.0,40.0,67.0,9.0,21.0,0.0,0.0,1.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,74.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,48,103,17,48,5,7,6,6,6,8,3,4,37,93,21,52,2,2,3,4,20,23,2,2,11,22,8,18,1,1,1,1,2,3,1,1,9,19,7,16,2,2,1,2,3,5,2,2,19.0,42.0,5.0,16.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,10.0,34.0,8.0,19.0,0.0,0.0,1.0,1.0,11.0,12.0,0.0,0.0,18.0,39.0,4.0,14.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,18.0,40.0,6.0,17.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
67,Jack Hermansson,Gregory Rodrigues,24-9-0,73.0,185,77.0,Orthodox,10/06/1988,17-6-0,75.0,185,75.0,Orthodox,17/02/1992,2025-06-28,"Las Vegas, Nevada, USA",Middleweight,KO/TKO,1,4:21,3,b,0,1,30,55,18,63,54.0,28.0,30,55,18,63,0,1,0,0,0.0,0.0,0,0,0,0,0,3,0,1,30,55,18,63,54.0,28.0,30,55,18,63,0,1,0,0,0.0,0.0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,49,11,54,2,2,6,8,4,4,1,1,30,54,18,63,0,1,0,0,0,0,0,0,24,49,11,54,2,2,6,8,4,4,1,1,30,54,18,63,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,16,fighter_a,0,0,16,16
68,Jose Delgado,Hyder Amil,10-1-0,71.0,145,74.0,Switch,21/04/1998,11-1-0,69.0,145,70.0,Switch,28/05/1990,2025-06-28,"Las Vegas, Nevada, USA",Featherweight,KO/TKO,1,0:26,3,a,0,1,3,5,9,11,60.0,81.0,3,5,9,11,0,1,0,1,0.0,0.0,0,0,0,0,0,2,0,1,3,5,9,11,60.0,81.0,3,5,9,11,0,1,0,1,0.0,0.0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,7,9,0,0,2,2,3,3,0,0,3,5,4,5,0,0,2,3,0,0,3,3,0,2,7,9,0,0,2,2,3,3,0,0,3,5,4,5,0,0,2,3,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
69,Viviane Araujo,Tracy Cortez,13-7-0,64.0,125,68.0,Orthodox,21/11/1986,12-2-0,65.0,125,65.0,Orthodox,10/12/1993,2025-06-28,"Las Vegas, Nevada, USA",Women's Flyweight,Decision - Unanimous,3,5:00,3,b,0,0,22,51,65,103,43.0,63.0,39,69,102,143,0,0,3,5,0.0,60.0,0,1,1,1,103,497,0,0,5,13,15,20,38.0,75.0,15,24,23,28,0,0,1,2,0.0,50.0,0,1,1,1,103,172,0.0,0.0,12.0,29.0,20.0,43.0,41.0,46.0,17.0,34.0,25.0,49.0,0.0,0.0,1.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,5.0,9.0,30.0,40.0,55.0,75.0,7.0,11.0,54.0,66.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,16,45,53,82,3,3,8,14,3,3,4,7,19,48,24,53,3,3,2,5,0,0,39,45,3,11,10,14,1,1,3,4,1,1,2,2,2,10,2,5,3,3,1,2,0,0,12,13,8.0,25.0,15.0,33.0,2.0,2.0,4.0,7.0,2.0,2.0,1.0,3.0,12.0,29.0,15.0,36.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,4.0,5.0,9.0,28.0,35.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,5.0,9.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,8,10,16,16,16,16,8,10,fighter_a,1,0,15,16
70,Viacheslav Borshchev,Terrance McKinney,8-6-1,71.0,155,69.0,Orthodox,08/01/1992,17-7-0,70.0,155,73.0,Switch,15/09/1994,2025-06-28,"Las Vegas, Nevada, USA",Lightweight,Submission,1,0:55,3,b,0,0,1,2,2,2,50.0,100.0,1,2,2,2,1,1,0,0,100.0,0.0,2,0,0,0,47,0,0,0,1,2,2,2,50.0,100.0,1,2,2,2,1,1,0,0,100.0,0.0,2,0,0,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
71,Niko Price,Jacobe Smith,16-9-0,72.0,170,76.0,Orthodox,29/09/1989,11-0-0,70.0,170,72.0,Southpaw,17/01/1996,2025-06-28,"Las Vegas, Nevada, USA",Welterweight,Submission,2,4:03,3,b,0,0,34,61,46,74,55.0,62.0,46,76,73,101,0,2,2,2,0.0,100.0,0,1,0,0,0,341,0,0,19,37,33,53,51.0,62.0,23,42,46,66,0,2,1,1,0.0,100.0,0,0,0,0,0,186,0.0,0.0,15.0,24.0,13.0,21.0,62.0,61.0,23.0,34.0,27.0,35.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,43,39,66,4,7,4,5,11,11,3,3,27,49,22,41,3,4,2,2,4,8,22,31,10,26,27,46,3,5,3,4,6,6,3,3,17,34,17,31,1,1,1,1,1,2,15,21,9.0,17.0,12.0,20.0,1.0,2.0,1.0,1.0,5.0,5.0,0.0,0.0,10.0,15.0,5.0,10.0,2.0,3.0,1.0,1.0,3.0,6.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
72,Alvin Hines,Jhonata Diniz,7-1-0,74.0,265,74.0,Orthodox,20/10/1991,9-1-0,76.0,254,79.0,Orthodox,23/06/1991,2025-06-28,"Las Vegas, Nevada, USA",Heavyweight,Decision - Unanimous,3,5:00,3,b,0,0,112,182,82,259,61.0,31.0,112,182,83,260,0,0,1,10,0.0,10.0,0,0,0,0,0,5,0,0,32,55,25,82,58.0,30.0,32,55,26,83,0,0,1,2,0.0,50.0,0,0,0,0,0,5,0.0,0.0,37.0,60.0,17.0,69.0,61.0,24.0,37.0,60.0,17.0,69.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,67.0,40.0,108.0,64.0,37.0,43.0,67.0,40.0,108.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,94,160,56,224,3,7,21,29,15,15,5,6,111,179,80,256,1,3,2,3,0,0,0,0,26,48,18,74,1,2,6,7,5,5,1,1,31,52,24,80,1,3,1,2,0,0,0,0,30.0,52.0,12.0,62.0,1.0,2.0,4.0,6.0,6.0,6.0,1.0,1.0,37.0,60.0,17.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,60.0,26.0,88.0,1.0,3.0,11.0,16.0,4.0,4.0,3.0,4.0,43.0,67.0,39.0,107.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,fighter_b,0,0,16,16
73,Jamahal Hill,Khalil Rountree Jr.,12-4-0,76.0,205,79.0,Southpaw,19/05/1991,15-6-0,73.0,205,76.0,Southpaw,26/02/1990,2025-06-21,"Baku, Azerbaijan",Light,Decision - Unanimous,5,5:00,5,b,0,1,69,172,102,181,40.0,56.0,70,173,102,181,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,14,30,17,30,46.0,56.0,14,30,17,30,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,15.0,33.0,15.0,35.0,45.0,42.0,16.0,34.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,25.0,15.0,29.0,24.0,51.0,6.0,25.0,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,18.0,30.0,28.0,60.0,8.0,28.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,142,30,91,7,12,42,54,15,18,30,36,68,170,102,181,0,1,0,0,1,1,0,0,2,17,2,13,3,3,7,8,9,10,8,9,14,29,17,30,0,1,0,0,0,0,0,0,10.0,25.0,3.0,19.0,2.0,5.0,5.0,7.0,3.0,3.0,7.0,9.0,14.0,32.0,15.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,23.0,7.0,17.0,0.0,0.0,2.0,5.0,0.0,2.0,6.0,7.0,6.0,25.0,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,8.0,17.0,0.0,0.0,6.0,7.0,0.0,0.0,4.0,6.0,8.0,28.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,56.0,37.0,57.0,46.0,64.0,26.0,56.0,37.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,49.0,10.0,25.0,2.0,4.0,22.0,27.0,3.0,3.0,5.0,5.0,26.0,56.0,37.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16,16,16,16,16,16,16,4,7,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,,,2,1,4,7
74,Ignacio Bahamondes,Rafael Fiziev,17-6-0,75.0,155,75.0,Orthodox,27/08/1997,13-4-0,68.0,155,71.0,Switch,05/03/1993,2025-06-21,"Baku, Azerbaijan",Lightweight,Decision - Unanimous,3,5:00,3,b,0,0,62,113,50,147,54.0,34.0,87,141,62,165,4,4,0,2,100.0,0.0,0,0,0,0,103,73,0,0,17,25,13,46,68.0,28.0,17,25,13,46,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,15.0,28.0,20.0,44.0,53.0,45.0,28.0,41.0,23.0,49.0,2.0,2.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,55.0,43.0,0.0,0.0,30.0,60.0,17.0,57.0,50.0,29.0,42.0,75.0,26.0,70.0,2.0,2.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,48.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,31,72,23,108,25,34,13,17,6,7,14,22,52,96,47,139,5,7,3,8,5,10,0,0,4,10,2,26,9,10,3,5,4,5,8,15,17,25,13,46,0,0,0,0,0,0,0,0,8.0,20.0,7.0,30.0,6.0,7.0,9.0,9.0,1.0,1.0,4.0,5.0,13.0,24.0,19.0,41.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,19.0,42.0,14.0,52.0,10.0,17.0,1.0,3.0,1.0,1.0,2.0,2.0,22.0,47.0,15.0,52.0,4.0,5.0,2.0,5.0,4.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,15,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,11,fighter_b,0,0,16,16
